KE,806955624,Korean Air SKYPASS,143694915
SU,94397006,Aeroflot Bonus,328442761
KE,137426336,Korean Air SKYPASS,115389638
KE,825299184,Korean Air SKYPASS,250785252
FB,392559215,Flying Blue,886415029
KE,584859624,Korean Air SKYPASS,720507664
DT,259357999,Delta SkyMiles,844706810
DT,858507274,Delta SkyMiles,140558867
FB,204232448,Flying Blue,905980033
FB,424936196,Flying Blue,204354655
KE,988836045,Korean Air SKYPASS,196770911
KE,900356301,Korean Air SKYPASS,753818423
FB,847158655,Flying Blue,747901921
SU,915702069,Aeroflot Bonus,931361124
SU,12330036,Aeroflot Bonus,808976251
KE,144493087,Korean Air SKYPASS,431474385
FB,899426619,Flying Blue,808155188
SU,147410632,Aeroflot Bonus,957257443
KE,905735440,Korean Air SKYPASS,115445886
KE,749003789,Korean Air SKYPASS,132975675
KE,536911712,Korean Air SKYPASS,342507408
KE,640357531,Korean Air SKYPASS,986376482
DT,926285466,Delta SkyMiles,873611781
SU,927434644,Aeroflot Bonus,944759230
DT,243756273,Delta SkyMiles,453678793
SU,279738569,Aeroflot Bonus,611187153
KE,77815531,Korean Air SKYPASS,677581425
KE,81664458,Korean Air SKYPASS,870657299
KE,475351684,Korean Air SKYPASS,455065196
DT,830869235,Delta SkyMiles,296285294
SU,478912170,Aeroflot Bonus,601570611
SU,270815018,Aeroflot Bonus,746149912
FB,152707943,Flying Blue,902222101
DT,525332167,Delta SkyMiles,832334062
KE,262382808,Korean Air SKYPASS,107056913
KE,52612985,Korean Air SKYPASS,815997513
FB,368493987,Flying Blue,299517777
KE,551634090,Korean Air SKYPASS,701951000
FB,741857080,Flying Blue,224670866
DT,289852151,Delta SkyMiles,177760345
KE,784419916,Korean Air SKYPASS,466792567
KE,933150468,Korean Air SKYPASS,275269384
DT,453056886,Delta SkyMiles,590102925
FB,659339955,Flying Blue,290731863
FB,210492977,Flying Blue,400473976
FB,759922007,Flying Blue,497041433
FB,524108673,Flying Blue,722964860
SU,426949747,Aeroflot Bonus,540942077
SU,81666241,Aeroflot Bonus,502786377
KE,919343171,Korean Air SKYPASS,205726538
FB,458366160,Flying Blue,759905306
KE,951406647,Korean Air SKYPASS,416682476
FB,41023326,Flying Blue,945746004
SU,385486389,Aeroflot Bonus,186667540
KE,921480572,Korean Air SKYPASS,560852134
FB,466540756,Flying Blue,313513185
FB,767045975,Flying Blue,131347068
DT,236515993,Delta SkyMiles,820684025
DT,905899595,Delta SkyMiles,619509903
DT,616406480,Delta SkyMiles,101786184
FB,879100216,Flying Blue,873659122
KE,653646345,Korean Air SKYPASS,502501683
DT,107014749,Delta SkyMiles,458034470
KE,712898003,Korean Air SKYPASS,828823866
SU,677970961,Aeroflot Bonus,329635331
DT,667876968,Delta SkyMiles,216302932
FB,403572494,Flying Blue,882406697
KE,666214767,Korean Air SKYPASS,667331464
SU,904606392,Aeroflot Bonus,363091048
FB,788610561,Flying Blue,312400768
SU,934714755,Aeroflot Bonus,650587900
DT,481324269,Delta SkyMiles,540213954
SU,100855596,Aeroflot Bonus,500854354
DT,607188387,Delta SkyMiles,289223740
SU,507167523,Aeroflot Bonus,454772353
KE,768155100,Korean Air SKYPASS,565362460
KE,532112253,Korean Air SKYPASS,793372554
FB,118683179,Flying Blue,294480420
KE,142177462,Korean Air SKYPASS,331933400
SU,720601144,Aeroflot Bonus,864382102
SU,296462150,Aeroflot Bonus,944177270
DT,634862674,Delta SkyMiles,702763484
FB,810023154,Flying Blue,158907250
SU,967717977,Aeroflot Bonus,346157085
KE,479485166,Korean Air SKYPASS,972132587
DT,264503597,Delta SkyMiles,129583758
FB,960156408,Flying Blue,229332957
DT,226862496,Delta SkyMiles,398047182
FB,861867387,Flying Blue,252055587
DT,833650844,Delta SkyMiles,107625760
FB,725675581,Flying Blue,426944415
KE,153944131,Korean Air SKYPASS,104606811
SU,998451582,Aeroflot Bonus,196487784
FB,385901148,Flying Blue,418370629
KE,680232136,Korean Air SKYPASS,294041620
KE,730414735,Korean Air SKYPASS,207688716
SU,96559572,Aeroflot Bonus,526322139
KE,189812742,Korean Air SKYPASS,669706615
KE,961879249,Korean Air SKYPASS,533997686
DT,748640633,Delta SkyMiles,132353135
DT,842548275,Delta SkyMiles,422628747
SU,125994709,Aeroflot Bonus,840826378
KE,122778902,Korean Air SKYPASS,382964502
DT,537191818,Delta SkyMiles,346592538
DT,394435643,Delta SkyMiles,961320454
FB,862229970,Flying Blue,420596056
KE,629949752,Korean Air SKYPASS,628817918
FB,146728886,Flying Blue,397271875
FB,307229731,Flying Blue,457362297
FB,386391107,Flying Blue,520139893
DT,165487755,Delta SkyMiles,862935374
SU,466035269,Aeroflot Bonus,311085018
SU,691056762,Aeroflot Bonus,851761118
DT,476327298,Delta SkyMiles,674334231
DT,779331171,Delta SkyMiles,238407664
SU,225505023,Aeroflot Bonus,970093714
KE,43523811,Korean Air SKYPASS,354403059
SU,782200878,Aeroflot Bonus,194500380
SU,479144775,Aeroflot Bonus,756393231
SU,362420195,Aeroflot Bonus,641178167
FB,188063349,Flying Blue,561344825
DT,67154159,Delta SkyMiles,251607854
DT,424377225,Delta SkyMiles,303876782
FB,733495781,Flying Blue,580060202
FB,636768624,Flying Blue,972699591
SU,842702602,Aeroflot Bonus,447413568
SU,231354447,Aeroflot Bonus,194745823
SU,51672685,Aeroflot Bonus,525902285
SU,256691364,Aeroflot Bonus,909254728
SU,940038575,Aeroflot Bonus,142383857
DT,466291480,Delta SkyMiles,975765082
FB,91517528,Flying Blue,197352493
FB,777882739,Flying Blue,641183368
SU,474156375,Aeroflot Bonus,322874698
FB,287419863,Flying Blue,227012436
DT,488352059,Delta SkyMiles,165830624
KE,418701287,Korean Air SKYPASS,128914702
KE,822786099,Korean Air SKYPASS,498434979
DT,630632010,Delta SkyMiles,589616070
FB,513031238,Flying Blue,902745688
SU,60651669,Aeroflot Bonus,316532633
KE,805217845,Korean Air SKYPASS,644664720
SU,150690207,Aeroflot Bonus,818078115
SU,949183299,Aeroflot Bonus,372213505
KE,636749115,Korean Air SKYPASS,274797492
SU,595508350,Aeroflot Bonus,621183632
DT,409929162,Delta SkyMiles,400766104
FB,633498738,Flying Blue,486225323
KE,932337156,Korean Air SKYPASS,124786881
SU,579359681,Aeroflot Bonus,417475271
KE,106563992,Korean Air SKYPASS,895098874
KE,714582951,Korean Air SKYPASS,929427506
SU,747762032,Aeroflot Bonus,584074004
DT,464362801,Delta SkyMiles,926991982
KE,478384885,Korean Air SKYPASS,454279074
SU,179029910,Aeroflot Bonus,409636936
KE,542469804,Korean Air SKYPASS,710116321
KE,236305001,Korean Air SKYPASS,886501291
SU,177008343,Aeroflot Bonus,989660882
SU,366751041,Aeroflot Bonus,306900820
FB,842696980,Flying Blue,721492531
SU,2179750,Aeroflot Bonus,765251978
KE,754041805,Korean Air SKYPASS,223310417
KE,382726158,Korean Air SKYPASS,737684742
DT,589709569,Delta SkyMiles,340901600
SU,641939629,Aeroflot Bonus,103841015
KE,493230216,Korean Air SKYPASS,530234782
SU,979048537,Aeroflot Bonus,475753126
DT,854781317,Delta SkyMiles,210656227
DT,331217528,Delta SkyMiles,961825646
SU,844201827,Aeroflot Bonus,158633360
FB,563951061,Flying Blue,365598686
KE,373569974,Korean Air SKYPASS,285937722
KE,307362669,Korean Air SKYPASS,699402808
SU,51618821,Aeroflot Bonus,133947278
KE,63983562,Korean Air SKYPASS,407452009
FB,933905647,Flying Blue,629693965
KE,42965130,Korean Air SKYPASS,566453316
SU,206036695,Aeroflot Bonus,425793850
SU,293934288,Aeroflot Bonus,988706163
KE,99102108,Korean Air SKYPASS,573690566
KE,640946677,Korean Air SKYPASS,329567354
KE,538738209,Korean Air SKYPASS,644857142
KE,442203264,Korean Air SKYPASS,621736476
DT,628649912,Delta SkyMiles,441793326
FB,59193921,Flying Blue,723994515
FB,602416821,Flying Blue,709515118
FB,403180280,Flying Blue,870011942
DT,818348724,Delta SkyMiles,444079707
SU,22568625,Aeroflot Bonus,153750973
DT,588556654,Delta SkyMiles,707996210
DT,719784094,Delta SkyMiles,224888363
DT,398542991,Delta SkyMiles,598282675
DT,990674075,Delta SkyMiles,663073541
KE,102908270,Korean Air SKYPASS,674016066
SU,620651047,Aeroflot Bonus,606105756
FB,502855206,Flying Blue,632882417
SU,124900255,Aeroflot Bonus,202760102
KE,489003277,Korean Air SKYPASS,134471055
KE,806879396,Korean Air SKYPASS,337594941
DT,893417250,Delta SkyMiles,523886396
SU,72873925,Aeroflot Bonus,699402808
KE,527574513,Korean Air SKYPASS,232766910
KE,966521567,Korean Air SKYPASS,833635986
SU,307788980,Aeroflot Bonus,594762274
DT,849876014,Delta SkyMiles,723078230
FB,451617087,Flying Blue,477120032
KE,448567399,Korean Air SKYPASS,689489344
SU,460046216,Aeroflot Bonus,424455953
SU,130820818,Aeroflot Bonus,557093163
KE,358309408,Korean Air SKYPASS,634453541
DT,296034190,Delta SkyMiles,627814932
FB,825085203,Flying Blue,638553971
FB,730381274,Flying Blue,158674541
KE,576537860,Korean Air SKYPASS,813865235
FB,333113784,Flying Blue,257148781
DT,867497849,Delta SkyMiles,160106489
FB,155965196,Flying Blue,967598380
FB,92942577,Flying Blue,494217716
SU,857109181,Aeroflot Bonus,875757762
DT,919435719,Delta SkyMiles,428328018
SU,233615136,Aeroflot Bonus,759045676
SU,362690288,Aeroflot Bonus,318938615
KE,285467727,Korean Air SKYPASS,521173021
KE,733894581,Korean Air SKYPASS,260343128
SU,143861453,Aeroflot Bonus,607280059
DT,472240823,Delta SkyMiles,511913702
SU,633771697,Aeroflot Bonus,979618555
KE,83992518,Korean Air SKYPASS,815166069
KE,877286408,Korean Air SKYPASS,530253410
DT,544913060,Delta SkyMiles,185602510
FB,418458074,Flying Blue,188873711
KE,508377202,Korean Air SKYPASS,745609393
FB,256859290,Flying Blue,120341987
DT,781439712,Delta SkyMiles,373798079
DT,326116366,Delta SkyMiles,456874876
DT,34505281,Delta SkyMiles,888403355
SU,351194982,Aeroflot Bonus,744748059
DT,191884360,Delta SkyMiles,533070030
SU,172694368,Aeroflot Bonus,377309193
SU,117654692,Aeroflot Bonus,564146280
KE,520778937,Korean Air SKYPASS,618059517
SU,961935256,Aeroflot Bonus,338182838
SU,396482255,Aeroflot Bonus,473592203
DT,796739556,Delta SkyMiles,916145361
KE,68788125,Korean Air SKYPASS,112792293
FB,773471884,Flying Blue,172869429
SU,683049899,Aeroflot Bonus,690284197
KE,502394718,Korean Air SKYPASS,327264159
FB,644584190,Flying Blue,389307663
DT,760166102,Delta SkyMiles,547807842
FB,997501614,Flying Blue,617985421
SU,178832931,Aeroflot Bonus,282260152
KE,472822085,Korean Air SKYPASS,350681201
FB,304572050,Flying Blue,584948968
DT,54298616,Delta SkyMiles,657035062
FB,3824330,Flying Blue,469737291
FB,164544815,Flying Blue,837879984
KE,326585777,Korean Air SKYPASS,485701955
DT,152181120,Delta SkyMiles,168169892
FB,338527408,Flying Blue,642552171
KE,559239959,Korean Air SKYPASS,673201611
FB,263229143,Flying Blue,672235104
KE,265716489,Korean Air SKYPASS,686247451
DT,76749660,Delta SkyMiles,188238212
DT,34925457,Delta SkyMiles,844739744
DT,671207427,Delta SkyMiles,693578099
FB,741879270,Flying Blue,591204342
FB,266055802,Flying Blue,938985106
FB,889011285,Flying Blue,267115253
FB,665073463,Flying Blue,206016453
SU,721460489,Aeroflot Bonus,740980831
SU,19206056,Aeroflot Bonus,683469100
DT,224281190,Delta SkyMiles,833430243
FB,233647908,Flying Blue,751687042
FB,921724135,Flying Blue,175036294
FB,350846168,Flying Blue,441670418
FB,247306759,Flying Blue,260401344
DT,362534486,Delta SkyMiles,911261685
SU,832509719,Aeroflot Bonus,414826460
DT,704770811,Delta SkyMiles,588166986
SU,956757703,Aeroflot Bonus,904853527
FB,57148252,Flying Blue,202086949
FB,307921794,Flying Blue,612067373
SU,656242272,Aeroflot Bonus,668854742
DT,711514822,Delta SkyMiles,759721136
FB,338076949,Flying Blue,957551434
SU,1601115,Aeroflot Bonus,820606685
SU,709852260,Aeroflot Bonus,324551397
DT,171164596,Delta SkyMiles,717870224
FB,882127149,Flying Blue,335418541
DT,667061442,Delta SkyMiles,731359340
KE,426834162,Korean Air SKYPASS,792404579
KE,344724462,Korean Air SKYPASS,418571713
DT,604667764,Delta SkyMiles,454136542
SU,251461939,Aeroflot Bonus,793128999
SU,927530309,Aeroflot Bonus,537820259
DT,26933347,Delta SkyMiles,774020070
SU,401642478,Aeroflot Bonus,174189907
SU,12572657,Aeroflot Bonus,796589824
KE,713135580,Korean Air SKYPASS,331215117
DT,210046777,Delta SkyMiles,997322474
DT,909890464,Delta SkyMiles,303325187
FB,467072099,Flying Blue,709172078
SU,914729056,Aeroflot Bonus,952034067
FB,971506093,Flying Blue,170555064
FB,766444532,Flying Blue,930640223
DT,428536643,Delta SkyMiles,506716283
DT,562839302,Delta SkyMiles,345885985
FB,293830398,Flying Blue,182202513
FB,406678854,Flying Blue,511343663
DT,813355609,Delta SkyMiles,737812992
FB,484769884,Flying Blue,652309269
KE,34687274,Korean Air SKYPASS,268470209
KE,420740265,Korean Air SKYPASS,163441433
DT,691055018,Delta SkyMiles,142889526
SU,96118301,Aeroflot Bonus,894928467
FB,808476218,Flying Blue,514420731
FB,389147672,Flying Blue,966030621
DT,961667083,Delta SkyMiles,429276880
DT,746076615,Delta SkyMiles,102613565
FB,52601459,Flying Blue,322992036
DT,633466717,Delta SkyMiles,717803935
SU,606302195,Aeroflot Bonus,812122505
DT,551807327,Delta SkyMiles,472388002
DT,595235973,Delta SkyMiles,177781588
FB,436853157,Flying Blue,146009578
DT,184362180,Delta SkyMiles,387766442
DT,347599300,Delta SkyMiles,234808210
FB,384648040,Flying Blue,197638316
FB,484314091,Flying Blue,812285660
DT,138816691,Delta SkyMiles,244410842
DT,725054532,Delta SkyMiles,835331199
FB,109067322,Flying Blue,372255382
DT,4327189,Delta SkyMiles,732434698
KE,173802595,Korean Air SKYPASS,127304975
DT,102588167,Delta SkyMiles,782115851
SU,561359018,Aeroflot Bonus,868881884
FB,757692743,Flying Blue,664641566
SU,685129509,Aeroflot Bonus,353793479
SU,967982458,Aeroflot Bonus,612300293
FB,850511789,Flying Blue,401696089
DT,632942990,Delta SkyMiles,114205484
DT,18576542,Delta SkyMiles,525295220
DT,452089285,Delta SkyMiles,754545239
SU,355470909,Aeroflot Bonus,504600678
DT,188733317,Delta SkyMiles,512477054
KE,575508029,Korean Air SKYPASS,331336279
DT,891220236,Delta SkyMiles,976845804
SU,543598190,Aeroflot Bonus,119133622
SU,891358791,Aeroflot Bonus,908452314
SU,391561718,Aeroflot Bonus,310469652
FB,49273556,Flying Blue,113938029
DT,939385187,Delta SkyMiles,728267044
KE,695827647,Korean Air SKYPASS,801326668
DT,89597540,Delta SkyMiles,245411674
FB,365096333,Flying Blue,696635397
DT,93545089,Delta SkyMiles,795173288
SU,866291267,Aeroflot Bonus,731356612
DT,195113317,Delta SkyMiles,792322871
SU,642143053,Aeroflot Bonus,251008901
SU,548003742,Aeroflot Bonus,792919015
KE,811121732,Korean Air SKYPASS,974320541
KE,926465043,Korean Air SKYPASS,656171196
DT,503938563,Delta SkyMiles,194635349
SU,700900995,Aeroflot Bonus,677961844
FB,361065037,Flying Blue,409335240
KE,110197226,Korean Air SKYPASS,146366218
SU,785951532,Aeroflot Bonus,764561045
SU,260079265,Aeroflot Bonus,575560510
DT,799093646,Delta SkyMiles,820440857
FB,115679530,Flying Blue,271458163
KE,487341943,Korean Air SKYPASS,248739316
KE,414761810,Korean Air SKYPASS,905088241
SU,939464161,Aeroflot Bonus,790667518
DT,731113344,Delta SkyMiles,364406404
KE,189600054,Korean Air SKYPASS,660996356
SU,462431646,Aeroflot Bonus,989142278
FB,476304173,Flying Blue,226665248
KE,432017875,Korean Air SKYPASS,745448573
DT,762042374,Delta SkyMiles,310828654
KE,666030416,Korean Air SKYPASS,378863756
FB,407277005,Flying Blue,422895443
SU,44019245,Aeroflot Bonus,424612466
SU,505946091,Aeroflot Bonus,760038508
SU,161144095,Aeroflot Bonus,348947755
SU,227378028,Aeroflot Bonus,505608963
SU,635894591,Aeroflot Bonus,801201304
KE,695790038,Korean Air SKYPASS,214783400
KE,34993087,Korean Air SKYPASS,813679360
DT,534172509,Delta SkyMiles,195493328
DT,63097468,Delta SkyMiles,707054025
SU,688851864,Aeroflot Bonus,425082251
DT,850629302,Delta SkyMiles,642518481
FB,701356572,Flying Blue,433407073
SU,235130764,Aeroflot Bonus,624051238
DT,743832996,Delta SkyMiles,778053821
SU,686129241,Aeroflot Bonus,942291499
FB,741230379,Flying Blue,285971141
KE,938601527,Korean Air SKYPASS,785781360
DT,360652249,Delta SkyMiles,686612639
FB,492257871,Flying Blue,295021699
DT,639581919,Delta SkyMiles,608122021
SU,314959418,Aeroflot Bonus,971425634
SU,922302186,Aeroflot Bonus,277517973
FB,452684785,Flying Blue,518767611
SU,509858521,Aeroflot Bonus,266766849
FB,321178434,Flying Blue,663708690
FB,371977101,Flying Blue,172058876
SU,605630431,Aeroflot Bonus,703761540
KE,892305868,Korean Air SKYPASS,817157677
KE,183236873,Korean Air SKYPASS,725791692
SU,473094871,Aeroflot Bonus,927041806
DT,731624910,Delta SkyMiles,593360889
SU,868263008,Aeroflot Bonus,256885916
FB,605498980,Flying Blue,831041681
DT,459868353,Delta SkyMiles,406972022
FB,977697846,Flying Blue,621346688
KE,746989595,Korean Air SKYPASS,612094896
FB,708619870,Flying Blue,106712954
FB,648406757,Flying Blue,525784493
KE,237414841,Korean Air SKYPASS,284541382
DT,223161599,Delta SkyMiles,242990378
FB,53238889,Flying Blue,737904060
DT,118142333,Delta SkyMiles,374894279
KE,976879965,Korean Air SKYPASS,160804684
DT,521080886,Delta SkyMiles,235614817
DT,411907663,Delta SkyMiles,166630718
KE,550664917,Korean Air SKYPASS,239250556
DT,583418318,Delta SkyMiles,384593868
DT,974200654,Delta SkyMiles,937316887
FB,783664815,Flying Blue,235776168
FB,896364728,Flying Blue,450671512
KE,930805400,Korean Air SKYPASS,120250528
FB,718888114,Flying Blue,629438243
KE,245819,Korean Air SKYPASS,173254981
KE,998593786,Korean Air SKYPASS,572608116
FB,264039035,Flying Blue,328498470
KE,605631784,Korean Air SKYPASS,650330438
SU,303565167,Aeroflot Bonus,124814018
SU,938340305,Aeroflot Bonus,757230166
SU,463866353,Aeroflot Bonus,601681425
SU,504387001,Aeroflot Bonus,597774884
DT,919467498,Delta SkyMiles,498811942
DT,703426271,Delta SkyMiles,838325298
DT,93001894,Delta SkyMiles,675044983
DT,194665247,Delta SkyMiles,274201283
KE,839412082,Korean Air SKYPASS,238273436
DT,152125695,Delta SkyMiles,612730400
SU,306290850,Aeroflot Bonus,508995009
KE,499529072,Korean Air SKYPASS,803809129
FB,16992704,Flying Blue,236359037
FB,443317770,Flying Blue,534806791
SU,385098892,Aeroflot Bonus,985160362
KE,866769209,Korean Air SKYPASS,838852598
FB,996111516,Flying Blue,791826718
FB,850771745,Flying Blue,821173546
FB,691789049,Flying Blue,296473347
FB,824837148,Flying Blue,866366135
SU,851735395,Aeroflot Bonus,145926229
FB,334048346,Flying Blue,892417040
DT,609205460,Delta SkyMiles,107900335
KE,481934686,Korean Air SKYPASS,986483989
FB,219640196,Flying Blue,929330584
FB,590038885,Flying Blue,640738486
KE,15139943,Korean Air SKYPASS,772036460
KE,762520489,Korean Air SKYPASS,940336145
FB,582274176,Flying Blue,574340412
KE,414820967,Korean Air SKYPASS,915190770
FB,197789906,Flying Blue,741281000
FB,580563575,Flying Blue,222315295
DT,728115211,Delta SkyMiles,907422968
KE,363061410,Korean Air SKYPASS,178507387
SU,40514961,Aeroflot Bonus,787463781
FB,356435649,Flying Blue,966237802
SU,316158266,Aeroflot Bonus,989670334
KE,644436295,Korean Air SKYPASS,569968132
SU,508498939,Aeroflot Bonus,874879955
KE,605936747,Korean Air SKYPASS,933433976
KE,335269440,Korean Air SKYPASS,786519464
SU,909176124,Aeroflot Bonus,942728537
SU,644524710,Aeroflot Bonus,517145556
DT,665153672,Delta SkyMiles,635829394
KE,142872677,Korean Air SKYPASS,402080346
DT,281707985,Delta SkyMiles,128957069
SU,310112135,Aeroflot Bonus,380784064
SU,856065022,Aeroflot Bonus,556318933
FB,128196723,Flying Blue,388691702
DT,47342721,Delta SkyMiles,779631660
KE,164287246,Korean Air SKYPASS,532880246
SU,914836697,Aeroflot Bonus,174841406
SU,91849689,Aeroflot Bonus,456724205
SU,504150073,Aeroflot Bonus,727029854
DT,736030602,Delta SkyMiles,933433976
DT,40954619,Delta SkyMiles,938140933
SU,177537089,Aeroflot Bonus,296765167
SU,132591407,Aeroflot Bonus,715609406
SU,290585950,Aeroflot Bonus,907167112
KE,908751752,Korean Air SKYPASS,133345352
SU,374068068,Aeroflot Bonus,152678086
SU,86696754,Aeroflot Bonus,370163959
DT,31001819,Delta SkyMiles,660324761
FB,149293426,Flying Blue,214923769
KE,563298945,Korean Air SKYPASS,677324130
SU,869537777,Aeroflot Bonus,299915188
SU,629325239,Aeroflot Bonus,640551696
DT,488187262,Delta SkyMiles,390537567
KE,134846073,Korean Air SKYPASS,226987331
FB,619811198,Flying Blue,670352418
KE,292265613,Korean Air SKYPASS,671918534
KE,793011829,Korean Air SKYPASS,665394744
KE,412851557,Korean Air SKYPASS,968390780
KE,119165736,Korean Air SKYPASS,850307322
SU,975755837,Aeroflot Bonus,388571902
KE,105330579,Korean Air SKYPASS,430702247
SU,428156854,Aeroflot Bonus,357358254
DT,156566703,Delta SkyMiles,401439733
SU,529311505,Aeroflot Bonus,515937219
DT,367194474,Delta SkyMiles,765834652
FB,933941331,Flying Blue,895482318
