Basic;SU; 316564059;552
Elite;DT; 411282315;552
Basic;SU; 72475385;553
Elite;DT; 196511208;557
Elite;SU; 953167801;559
Elite;KE; 681824463;561
Elite+;KE; 883702724;563
Basic;DT; 575241347;563
Basic;SU; 541704830;564
Elite;FB; 619929393;565
Elite+;FB; 75747120;567
Elite;SU; 326106913;568
Basic;KE; 204399713;571
Elite+;DT; 646773952;573
Basic;DT; 602378050;574
Elite+;SU; 915526667;574
Elite+;KE; 491304234;575
Basic;FB; 578962421;576
Elite;DT; 608771397;577
Elite;DT; 371352280;578
Elite+;SU; 737727333;579
Basic;SU; 60258427;583
Elite+;FB; 337413076;587
Elite+;SU; 83151360;587
Elite+;KE; 77477862;587
Elite;DT; 559399969;589
Elite+;DT; 349241893;590
Elite+;SU; 651336522;590
Elite;FB; 850264410;590
Basic;DT; 57865457;594
Basic;SU; 727395495;595
Elite+;FB; 862222512;596
Elite;FB; 762995195;605
Elite+;DT; 812966187;605
Basic;KE; 354560117;605
Basic;KE; 854160044;607
Elite+;KE; 507089690;608
Basic;SU; 727004576;608
Elite+;FB; 852912762;608
Elite+;SU; 273664419;612
Elite+;FB; 260412275;612
Basic;DT; 175803391;614
Elite;FB; 692470621;614
Basic;KE; 14833279;614
Elite;KE; 481860409;617
Elite+;KE; 140475998;618
Elite+;FB; 86303196;618
Basic;DT; 262030452;625
Elite;SU; 458049505;626
Elite+;SU; 509070635;627
Elite;SU; 380275466;628
Elite;DT; 766282378;629
Elite+;FB; 295892505;629
Basic;KE; 641636360;629
Elite+;SU; 594730166;629
Elite;FB; 96843047;636
Basic;KE; 877863235;637
Basic;SU; 612388836;638
Basic;SU; 950731218;641
Elite;DT; 412980104;641
Elite;DT; 921151337;642
Basic;FB; 634850202;642
Elite+;KE; 686537270;644
Elite+;SU; 246005701;645
Elite+;SU; 308336343;646
Elite+;KE; 814029706;648
Elite+;DT; 445261534;648
Elite;FB; 823843609;648
Basic;FB; 171577355;649
Elite+;KE; 828196413;649
Basic;FB; 22296120;650
Basic;KE; 449812915;650
Elite;SU; 346770305;652
Elite;DT; 622901446;652
Elite;KE; 465028633;653
Elite;FB; 794173187;655
Basic;SU; 683178112;656
Basic;DT; 836704601;656
Basic;KE; 113227963;656
Basic;KE; 926678218;658
Elite;DT; 299160350;659
Elite;SU; 568105575;660
Elite+;KE; 189506190;660
Basic;FB; 893801900;661
Basic;SU; 166052267;663
Elite+;KE; 968931948;667
Elite+;FB; 969832707;668
Elite;DT; 816602529;668
Basic;SU; 542314564;668
Elite+;DT; 152454441;670
Elite+;DT; 2702364;673
Basic;SU; 752630106;673
Basic;DT; 657012209;676
Elite+;SU; 161180677;677
Basic;SU; 103814695;679
Elite;SU; 540593477;680
Elite+;SU; 953164692;681
Elite+;DT; 581922444;684
Elite+;KE; 211468117;691
Elite;KE; 401226291;692
Elite;FB; 725812312;694
Elite;SU; 594879352;695
Basic;DT; 776088080;698
Elite;KE; 251869568;700
Elite;FB; 763376700;700
Elite;SU; 558291640;703
Basic;KE; 859709219;704
Elite;DT; 503938563;706
Basic;KE; 830250473;711
Elite;SU; 667136365;711
Elite;DT; 975300059;712
Basic;FB; 289955066;712
Elite+;SU; 993769825;713
Basic;KE; 343477011;715
Elite+;DT; 178241102;715
Elite;DT; 353262204;717
Basic;KE; 93707651;717
Elite+;DT; 957527023;720
Elite;SU; 225252029;720
Elite+;SU; 857407821;727
Elite+;SU; 203691263;729
Elite+;SU; 968466186;733
Elite+;KE; 822994337;734
Elite;SU; 971950889;742
Elite;FB; 570634483;743
Basic;FB; 440347734;744
Basic;SU; 829532359;744
Elite;SU; 772349802;746
Elite+;KE; 970021671;746
Elite;DT; 280490753;746
Elite+;DT; 997776707;750
Elite+;SU; 2035533;750
Elite+;DT; 140868063;752
Elite;FB; 648539771;753
Elite+;DT; 837497546;754
Basic;FB; 880251219;756
Elite+;DT; 595787272;756
Basic;SU; 665359625;757
Basic;DT; 565991830;759
Elite+;FB; 771171075;759
Elite+;FB; 424233828;764
Basic;SU; 827731006;764
Basic;DT; 90173544;764
Elite+;KE; 502884905;765
Elite+;DT; 368678023;766
Elite+;SU; 971584355;766
Elite+;KE; 456764917;766
Elite+;FB; 796406223;766
Basic;DT; 588414329;767
Basic;SU; 364417884;767
Basic;KE; 853717665;768
Elite;KE; 485910131;773
Basic;KE; 208821475;775
Basic;FB; 798029170;776
Elite;SU; 175273110;776
Elite+;KE; 98388321;778
Elite+;SU; 159413513;780
Elite;DT; 201212649;780
Elite+;KE; 811194388;780
Elite;FB; 402975746;781
Elite;DT; 218481649;781
Elite;DT; 833326742;782
Elite;SU; 338814921;784
Elite;KE; 244189792;784
Elite+;FB; 330235458;784
Elite+;DT; 549779654;784
Elite+;KE; 919963667;785
Elite;FB; 539765929;785
Elite;DT; 860388743;785
Elite;DT; 838401526;786
Basic;DT; 95370394;787
Elite+;FB; 414579359;792
Elite+;FB; 58115501;796
Elite+;KE; 661143170;796
Elite+;SU; 107390841;796
Elite+;SU; 444166344;803
Elite+;DT; 729252913;803
Elite;KE; 457680925;803
Basic;DT; 51205163;804
Elite;FB; 619982974;804
Basic;FB; 249872596;808
Basic;SU; 552916458;810
Elite;FB; 894618256;811
Elite+;SU; 656447703;812
Basic;SU; 698175005;813
Elite;KE; 43220564;817
Basic;DT; 780582507;817
Elite+;SU; 851267138;817
Elite+;FB; 70715261;819
Basic;DT; 731039636;821
Basic;DT; 422008680;822
Elite;DT; 87357190;823
Elite+;DT; 257312530;824
Elite+;SU; 358613401;825
Elite+;KE; 650214142;828
Basic;SU; 58719595;828
Elite;FB; 342861597;829
Basic;FB; 715379334;830
Elite;SU; 410206660;830
Elite+;KE; 907380563;832
Elite;FB; 47429817;832
Basic;SU; 822191186;832
Elite;DT; 103571918;832
Elite+;KE; 483877547;833
Basic;DT; 724267933;833
Basic;DT; 846817679;834
Basic;DT; 222602156;835
Elite;KE; 230342009;837
Basic;DT; 436107572;837
Basic;FB; 285562590;837
Basic;SU; 971251922;837
Elite+;KE; 514472355;838
Basic;SU; 562449121;841
Elite+;SU; 134043601;842
Basic;FB; 778701333;842
Basic;KE; 670428884;843
Elite+;FB; 196567842;843
Basic;SU; 369788099;843
Basic;DT; 572839639;843
Elite+;FB; 559472096;844
Elite+;KE; 349659870;844
Elite+;SU; 764804234;846
Elite+;DT; 687224710;846
Elite+;KE; 212183733;846
Elite+;FB; 852421244;846
Basic;SU; 726361808;853
Basic;KE; 604277662;860
Elite+;SU; 935167171;862
Basic;FB; 621447933;864
Elite;DT; 233528958;873
Elite;FB; 540625511;878
Basic;FB; 384369509;880
Elite+;SU; 283617429;881
Basic;DT; 72824867;883
Basic;SU; 351102887;885
Elite;FB; 751118284;887
Elite+;FB; 254936488;888
Elite;SU; 484595594;890
Elite;FB; 565429337;892
Basic;DT; 894197809;892
Elite;KE; 745513189;893
Elite+;KE; 377109786;894
Elite+;FB; 856343479;895
Elite+;KE; 433027476;895
Elite+;SU; 88996496;895
Elite+;DT; 349261654;896
Basic;FB; 901239767;896
Elite;SU; 366814980;896
Basic;FB; 822075441;899
Elite+;FB; 889472033;903
Elite;DT; 820085679;904
Elite;KE; 375180827;906
Elite;KE; 675548215;907
Elite;FB; 282179245;908
Elite+;KE; 367626737;914
Basic;DT; 963488487;915
Elite;FB; 684071962;917
Basic;FB; 62497002;921
Basic;KE; 724785578;925
Basic;DT; 199375091;927
Basic;KE; 504708824;928
Basic;DT; 492098411;928
Elite;KE; 71601434;934
Elite;KE; 316525256;935
Elite+;SU; 317958008;936
Basic;FB; 120266309;944
Basic;SU; 794124573;944
Elite+;KE; 328997856;944
Elite;DT; 878417278;944
Basic;FB; 182154770;945
Basic;DT; 234707967;945
Elite+;FB; 911521841;946
Elite;SU; 500182692;946
Basic;DT; 553871050;948
Elite+;FB; 485894878;949
Basic;FB; 379654058;950
Basic;SU; 917555821;950
Elite+;KE; 218988179;951
Elite;FB; 423952335;952
Basic;FB; 137614849;958
Elite;FB; 587220171;965
Basic;SU; 520622608;965
Elite;KE; 531176279;966
Elite+;DT; 943983226;968
Elite;SU; 873798431;970
Elite+;FB; 39158587;970
Elite;FB; 19318163;971
Elite+;KE; 554179893;973
Elite+;DT; 156008324;974
Elite+;SU; 792450382;975
Elite;KE; 140824154;976
Elite+;FB; 29136069;980
Elite;DT; 891840645;981
Elite;SU; 302927954;981
Basic;FB; 714825314;981
Elite+;SU; 863722279;982
Elite+;FB; 916937824;984
Elite+;SU; 840353817;984
Basic;KE; 240333268;984
Elite;DT; 783151731;985
Elite;KE; 798223818;986
Elite;FB; 913454126;986
Basic;SU; 720568992;986
Elite+;KE; 71090078;988
Basic;SU; 515026233;989
Basic;DT; 887301546;991
Elite+;FB; 850487907;991
Elite+;DT; 424830023;992
Elite;KE; 961843540;994
Basic;KE; 634142699;996
Elite;FB; 552270420;998
Elite;DT; 332781954;998
Elite;KE; 599218856;1000
Elite;DT; 788167234;1003
Elite;DT; 964974605;1004
Elite+;FB; 159642507;1005
Basic;FB; 376622786;1007
Basic;KE; 211089039;1007
Elite+;SU; 833767025;1007
Basic;SU; 648884518;1008
Basic;KE; 258893418;1011
Elite;SU; 54875822;1011
Basic;FB; 956572704;1011
Elite;FB; 420232088;1014
Elite;FB; 319562510;1015
Basic;KE; 264126310;1016
Basic;DT; 615449224;1017
Elite;KE; 23725082;1020
Basic;SU; 787606319;1020
Basic;DT; 560402683;1022
Elite+;DT; 267308034;1029
Elite;FB; 208271351;1029
Basic;KE; 226840711;1029
Elite+;SU; 743425102;1029
Basic;DT; 417949298;1033
Basic;FB; 702593169;1033
Basic;KE; 455011116;1033
Basic;KE; 37868601;1034
Elite+;FB; 649938687;1034
Basic;SU; 772167182;1034
Elite;DT; 773386271;1034
Elite;SU; 992755741;1038
Elite+;KE; 640156480;1041
Elite;DT; 869060405;1042
Elite+;KE; 69390293;1043
Elite;KE; 632475784;1045
Elite+;FB; 648535381;1050
Basic;KE; 288437720;1051
Elite+;DT; 51675172;1051
Elite;SU; 85711816;1051
Elite;FB; 289234388;1051
Elite;SU; 828089928;1052
Basic;DT; 280065773;1055
Elite+;SU; 857345092;1055
Elite;FB; 876737243;1055
Elite;DT; 357678848;1059
Elite+;SU; 23194838;1060
Basic;FB; 714253897;1060
Elite+;KE; 783603467;1060
Elite+;DT; 387561298;1060
Elite+;FB; 774361557;1061
Basic;KE; 635631295;1061
Elite+;KE; 627388806;1062
Elite+;FB; 641427661;1064
Elite;DT; 703156828;1064
Basic;DT; 302996032;1071
Elite;FB; 141105569;1071
Elite+;SU; 986674057;1071
Basic;FB; 341429289;1072
Elite+;KE; 837967280;1072
Basic;SU; 726820895;1072
Basic;SU; 429551584;1073
Elite+;KE; 866701164;1076
Basic;FB; 827699432;1077
Basic;KE; 148364021;1077
Basic;KE; 831606476;1079
Basic;SU; 235130764;1079
Elite+;SU; 155678130;1084
Elite+;SU; 571968928;1085
Elite+;FB; 767112530;1086
Basic;SU; 640696789;1089
Elite+;FB; 498112424;1089
Elite;DT; 145665753;1089
Elite;SU; 233995796;1091
Basic;FB; 597543050;1091
Elite+;KE; 207605974;1091
Elite;DT; 855823694;1092
Elite+;SU; 908067282;1096
Basic;FB; 561772826;1096
Basic;DT; 169557131;1098
Basic;DT; 260213648;1099
Elite;FB; 707958557;1100
Basic;SU; 513788273;1100
Basic;DT; 118104330;1100
Elite+;SU; 629608728;1108
Elite+;KE; 915253977;1108
Basic;KE; 761578271;1109
Elite+;SU; 91770079;1110
Elite;KE; 52778259;1112
Elite;FB; 803038766;1112
Elite+;DT; 645545541;1112
Basic;SU; 870393903;1112
Basic;FB; 373118053;1114
Elite+;SU; 620187478;1116
Basic;FB; 940211105;1116
Basic;DT; 225155500;1116
Elite+;SU; 398106238;1117
Basic;KE; 116296498;1122
Basic;DT; 32874569;1122
Elite+;SU; 60244015;1122
Basic;FB; 692607338;1124
Basic;DT; 982199417;1124
Elite+;FB; 784149612;1127
Basic;KE; 722254263;1127
Elite+;KE; 205904184;1130
Elite+;KE; 614189097;1132
Basic;KE; 891256450;1136
Elite;DT; 628239549;1136
Elite;KE; 891561178;1140
Elite;FB; 778260521;1142
Elite;KE; 13315013;1143
Elite+;FB; 800572720;1144
Basic;SU; 894922741;1150
Elite;DT; 447175371;1150
Elite+;FB; 488445900;1150
Elite;SU; 633771697;1151
Basic;FB; 152600905;1152
Elite;DT; 667243594;1153
Basic;FB; 570009155;1155
Basic;DT; 865430054;1156
Elite+;FB; 89996284;1157
Basic;SU; 202022449;1160
Elite+;DT; 560946577;1160
Elite;DT; 225923264;1161
Elite+;KE; 60481525;1161
Elite+;SU; 372007474;1162
Basic;DT; 610818546;1162
Elite+;FB; 676079498;1162
Elite;KE; 312861661;1162
Basic;FB; 486474079;1167
Basic;DT; 261185235;1167
Elite;KE; 619342535;1175
Basic;DT; 865467482;1178
Basic;SU; 493842519;1179
Elite;KE; 404555712;1183
Elite+;KE; 98505351;1186
Elite;FB; 463277509;1188
Basic;KE; 172079760;1188
Basic;DT; 225836627;1188
Elite;SU; 359172260;1188
Basic;KE; 129202805;1192
Elite;KE; 727735250;1193
Elite;SU; 632522377;1195
Basic;KE; 799998635;1196
Elite+;DT; 278573109;1197
Elite;FB; 776805909;1197
Elite;DT; 861785717;1198
Elite;FB; 856818118;1199
Elite+;DT; 97673447;1201
Basic;KE; 577749511;1201
Basic;FB; 655516066;1201
Basic;KE; 92777483;1202
Basic;SU; 47413654;1206
Elite+;SU; 115510634;1207
Basic;DT; 908668569;1207
Elite+;FB; 246076873;1208
Basic;FB; 868588183;1209
Basic;SU; 656806241;1209
Elite+;DT; 785224298;1209
Basic;DT; 433988491;1210
Elite;FB; 213659357;1210
Elite+;KE; 143328195;1210
Basic;DT; 749930314;1213
Elite;SU; 758795264;1214
Elite+;KE; 730300280;1218
Elite+;SU; 284401000;1218
Elite+;KE; 355911762;1227
Elite;KE; 53124117;1228
Elite+;FB; 873083163;1231
Basic;SU; 854513100;1233
Basic;KE; 562593084;1234
Elite+;SU; 722145246;1234
Basic;SU; 872664307;1236
Basic;DT; 285135674;1236
Elite;FB; 920406156;1236
Basic;DT; 767430368;1238
Elite+;DT; 516980356;1240
Basic;FB; 978601876;1242
Elite+;KE; 379430854;1243
Elite+;FB; 474303915;1244
Elite+;SU; 917364874;1244
Elite;KE; 918269115;1250
Elite+;SU; 364065480;1251
Basic;KE; 850921909;1251
Elite+;FB; 930497289;1251
Elite;DT; 888318409;1256
Elite;SU; 807415887;1258
Basic;SU; 471719209;1259
Elite;FB; 200364202;1259
Elite;DT; 42586224;1262
Basic;FB; 863384864;1265
Elite;DT; 237311760;1265
Elite+;FB; 159264990;1266
Elite;SU; 616358972;1271
Elite;KE; 585174849;1272
Elite;FB; 44391003;1274
Basic;SU; 719441721;1278
Elite+;FB; 436839132;1280
Elite;KE; 247329499;1282
Elite;DT; 783585132;1284
Elite+;DT; 42949851;1285
Basic;KE; 961931350;1287
Elite+;SU; 940552046;1289
Elite+;KE; 719410852;1289
Basic;DT; 667478331;1292
Basic;FB; 660841939;1292
Basic;KE; 844136530;1294
Elite+;KE; 889167174;1296
Elite+;DT; 916838385;1297
Elite;DT; 493963639;1302
Elite;SU; 68345785;1304
Elite+;DT; 953720870;1305
Basic;FB; 161024805;1306
Elite;SU; 598525665;1306
Elite;KE; 589852181;1306
Elite;DT; 47000704;1308
Elite+;DT; 29426939;1310
Elite;SU; 439475651;1313
Basic;SU; 148874381;1315
Elite;FB; 356125094;1315
Elite;KE; 887238209;1315
Elite+;KE; 389202787;1316
Elite;DT; 766147121;1317
Elite+;KE; 949089917;1321
Basic;FB; 635812200;1321
Elite;DT; 689023685;1321
Elite+;SU; 468196920;1321
Basic;FB; 587692516;1325
Elite;SU; 210704758;1326
Elite;FB; 228364634;1327
Elite+;DT; 156113667;1329
Basic;FB; 267616291;1331
Elite;KE; 573714811;1331
Elite;SU; 429266565;1331
Elite+;DT; 927360169;1331
Basic;KE; 741646930;1333
Elite;DT; 255489433;1335
Elite;SU; 547768855;1337
Elite+;FB; 390128677;1337
Basic;KE; 65844468;1337
Basic;DT; 323828063;1338
Elite+;SU; 646653106;1339
Elite+;KE; 524557772;1339
Elite+;DT; 176593159;1341
Elite;SU; 434076603;1342
Basic;DT; 914365634;1343
Elite;KE; 198150818;1345
Elite+;KE; 872721498;1346
Basic;SU; 565425195;1347
Basic;DT; 736421764;1348
Basic;KE; 224263390;1350
Elite;SU; 645146032;1350
Elite;DT; 512394509;1351
Basic;SU; 902669521;1351
Basic;DT; 21787800;1355
Elite;SU; 513200909;1355
Elite+;FB; 749669347;1359
Elite+;KE; 92793885;1368
Basic;FB; 611975990;1368
Basic;DT; 374359355;1368
Elite+;SU; 237114614;1368
Elite;DT; 591737363;1369
Elite+;KE; 924336062;1369
Basic;SU; 110796180;1369
Elite+;FB; 297670571;1370
Elite+;FB; 57884036;1373
Elite;DT; 853573024;1374
Elite+;SU; 228562785;1380
Elite+;DT; 116522427;1380
Elite;DT; 439512424;1381
Elite;FB; 836200230;1381
Basic;SU; 603936144;1381
Elite+;SU; 431261028;1385
Basic;KE; 189470325;1386
Basic;FB; 893499709;1387
Basic;DT; 700337447;1389
Basic;FB; 348590155;1392
Elite+;SU; 774081539;1394
Elite+;FB; 183654180;1395
Basic;SU; 477019003;1396
Elite;KE; 570846624;1397
Elite;FB; 986018926;1397
Basic;SU; 704130433;1412
Basic;DT; 225588036;1412
Elite;FB; 643224890;1412
Elite+;KE; 470053810;1414
Elite+;DT; 448932837;1414
